idap_line,alarm_name,alarm_def_id,what_fixed_it,classification,derived_tier,occurrence_count,total_downtime_mins,avg_downtime_mins,distinct_days_affected,first_occurrence,last_occurrence,maximo_cm_count,top_assetnum,top_asset_location,top_failure_code,top_failure_code_desc,sample_wo_descriptions,frequency_tier,last_wo_date,days_since_last_wo,last_wonum,last_wo_description,last_wo_worktype,last_wo_assetnum,last_wo_asset_location,last_wo_failurecode,work_performed,root_cause
A2,A2 Zone 2 Paused,7786,null,null,TIER 2 - Critical Active,45991,81271.8,1.8,332,2025-07-08 17:28:11,2026-07-08 15:30:58,1187,K323502,IC0150A2AMODULEA,ASSY,Assembly Equipment,A1 CARTON SKEW | A1 GLUE FACEPLATE REPLACMENT | A1 LIT FEEDER 2 PRESENCE AND RE-PHASING D822862M,CRITICAL - Daily or more,2026-07-08T04:50:00.000Z,0,28126550,A2 LVC REJECTING FOR LINE 1 AND LINE 2,CM,K372068,IC0150A2LVC,PACK0010,null,null
A1,C26F18  Audit Rjct Vfy UnLd Part Sens Fail,612,null,null,TIER 4 - Low / Monitor,30,21.4,0.7,24,2025-07-25 10:06:08,2026-06-11 02:27:41,30,K291052,IC0150A1AMODULEA,ASSY,Assembly Equipment,A1 - Cartoner - Open Flaps | A1 APOLLO CASE PACKER MAIN MACHINE -- slight damage lower left carton when pushed into case D859817 | A1 CARTONE STACK ISSUES D847820A,LOW - Less than weekly,2026-06-11T05:00:30.000Z,27,27962337,"A1, Glue Faceplate Swap",PM,K334823,IC0150A1B270GLUEDISPCK,ASSY,null,null
A2,C16F44 Cap Fdr 1 Part Delvry Rot Unit Sens Fail,1073,null,null,TIER 3 - Medium,70,21.4,0.3,49,2025-07-12 20:26:04,2026-07-06 20:15:12,78,K323506,IC0150A2EMODULEE,ASSY,Assembly Equipment,A1 LIT FEEDER 2 PRESENCE AND RE-PHASING D822862M | A2 ADHESIVE VERIFY FAULTS D846830J | A2 BOOKLET 3 NOT FEEDING CORRECTLY,MEDIUM - Weekly,2026-07-06T23:22:20.000Z,2,28116746,A2 DSSA LOADER G3D BROKEN ACTUATOR D910547H,CM,K323502,IC0150A2AMODULEA,ASSY,REPLACED ACTUATOR,UNKNOWN
A5,C21 F01 Flip Xfer DSSA Pick Arm Ovld,7254,"[27603170] A5 MAIN MACHINE, GLUE PM AFTER FACEPLATE SWAP (CM | IC0150A5B270GLUEDISPCK | ASSY)",PRESCRIPTIVE,RESOLVED,9,21.3,2.4,8,2025-07-21 10:51:11,2026-04-18 05:30:49,18,K407156,IC0150A5CMODULEC,ASSY,Assembly Equipment,A5 - Labeler - Camera #2 High Rejects | A5 CAP 2 LOAD CAP VERIFY FAILS | A5 CARTON SUCTION CUP TORN,LOW - Less than weekly,2026-04-18T09:11:19.000Z,81,27603170,"A5 MAIN MACHINE, GLUE PM AFTER FACEPLATE SWAP",CM,K407105,IC0150A5B270GLUEDISPCK,ASSY,null,null
A2,C17F66 Cap Fdr 2 C13 Delvry Gate Home Pos,1047,[27921292] A2 LVC CANERA NO READS (CM | IC0150A2LVC | PACK0010),PRESCRIPTIVE,RESOLVED,7,21.2,3.0,5,2025-09-23 23:03:27,2026-06-03 14:23:08,3,K372068,IC0150A2LVC,PACK,Packaging Equipment,A1 CARTON SKEW | A2 LABELER FIRING POSITION AJUSTMENT | A2 LVC CANERA NO READS,LOW - Less than weekly,2026-06-03T14:55:22.000Z,35,27921292,A2 LVC CANERA NO READS,CM,K372068,IC0150A2LVC,PACK0010,null,null
A5,C03 F029 G3D Y Srvo Fault (Chass D8) A064701-500B,1283,[27208223] A5 Robot not picking pens in the middle bank. (CM | IC0150A5EMODULEE | PACK),PRESCRIPTIVE,RESOLVED,12,21.2,1.8,7,2025-08-18 10:54:14,2026-02-17 17:10:01,8,K407113,IC0150A5B300DSSAFLIPCK,PACK,Packaging Equipment,A5 - Cartoner - Pen Conveyor Width | A5 - Cartoner - Possible Burning Smell | A5 - Labeler - High Rejects,LOW - Less than weekly,2026-02-17T21:08:00.000Z,141,27208223,A5 Robot not picking pens in the middle bank.,CM,K407186,IC0150A5EMODULEE,PACK,Referenced the worm feeder to align to the robot head venturi's pickups. ,Alignment
A1,Laser Printer Fault,4275,[27630090] A1 STATION 210 DSSA FLIPPER AND LOAD TO PALLET / G2D OVERLOAD SLIDE 2 (D865030H) (CM | IC0150A1A210DSSAFLIPLOAD | ASSY),PRESCRIPTIVE,RESOLVED,8,21.0,2.6,8,2025-08-04 02:03:58,2026-04-25 10:10:28,15,K291052,IC0150A1AMODULEA,ASSY,Assembly Equipment,A1 CASE PACKER D810477D | A1 DSSA LOADER NOT LOADING TRAYS D850664A | A1 DSSA LOADER OUT OF SEQUENCE D810477D,LOW - Less than weekly,2026-04-25T11:31:01.000Z,74,27630090,A1 STATION 210 DSSA FLIPPER AND LOAD TO PALLET / G2D OVERLOAD SLIDE 2 (D865030H),CM,K291053,IC0150A1A210DSSAFLIPLOAD,ASSY,null,null
A2,C15F20 Rjct 1 DSSA Rjct Pres 2,742,null,null,TIER 4 - Low / Monitor,22,21.0,1.0,19,2025-08-22 17:20:45,2026-07-07 20:29:06,26,K323503,IC0150A2BMODULEB,ASSY,Assembly Equipment,A2  RECONCILER FAULT | A2 - Cartoner - Carton Reject Arm Issue | A2 - Main Machine - Cap Feeder #1 Faults,LOW - Less than weekly,2026-07-07T22:28:34.000Z,1,28126391,A2 CARTRIDGE LOAD G2D CARTRIDGE STICKING IN GRIPPER,CM,K323589,IC0150A2B280LOADCART,ASSY,CLEAN THE 1L GRIPPER ON THE G2D,:
A2,EXIT BARRIER PALLET STATION A,7651,null,null,TIER 4 - Low / Monitor,13,21.0,1.6,13,2025-08-23 19:41:32,2026-06-15 19:55:07,12,K323504,IC0150A2CMODULEC,PACK0017,Labeler,A2 - Cartoner - Checkweigher Motor #4 Won't Reset | A2 - Main Machine - DSSA Load Broken Actuator | A2 CAMERA 2 REJECTS D875595A,LOW - Less than weekly,2026-06-15T23:39:44.000Z,23,27988119,A2 LABEL EDGE FAILS D934037A,CM,K323504,IC0150A2CMODULEC,PACK0017,ADJUSTED FIRING POSITION FROM 7.375 TO 7.405,UNKNOWN
A2,C6F27 DSSA Ld G3D Y Srvo Out of Pos,1112,null,null,TIER 3 - Medium,54,20.8,0.4,42,2025-07-15 00:59:39,2026-07-03 08:05:12,52,K372159,IC0150A2,ASSY,Assembly Equipment,A2 - Cartoner - Lit Feeder #3 Reject Actuator | A2 - Cartoner - Skew Adjustment | A2 - Labeler - Flagged Labels,MEDIUM - Weekly,2026-07-03T09:58:02.000Z,5,28100880,"A2, LVC Checkweigher/ CONSECUTIVE FAILS/D934030A",CM,K372070,IC0150A2LVCCKWAY,PACK0004,:,:
A2,GUARD OPEN SQ27,7679,null,null,TIER 4 - Low / Monitor,1,20.8,20.8,1,2026-01-12 04:24:19,2026-01-12 04:24:19,2,K323502,IC0150A2AMODULEA,ASSY,Assembly Equipment,A2 LOOSE GRIPPER ON G2D DSSA LOADER | A2 Labeler  stopping for HMI PLC Communication Fault.,LOW - Less than weekly,2026-01-12T03:43:43.000Z,177,26965387,A2 LOOSE GRIPPER ON G2D DSSA LOADER,CM,K323502,IC0150A2AMODULEA,ASSY,REMOVE ACTUATOR FROM BANK AND TIGHTEN SCREWS ON GRIPPER. 3RD GRIPPER FORM THE LEFT ONTHE LEFT BANK.,:
A5,C16 F065 Ld Cap Vfy Nest 2 Part Pres Cnsc Fail A064697-503,1401,null,null,TIER 4 - Low / Monitor,31,20.8,0.7,12,2025-07-21 15:58:57,2026-04-28 15:13:47,25,K407114,IC0150A5B300DSSAPNPGB,PACK,Packaging Equipment,A5 - Labeler - High Rejects | A5 - Main Machine - Cap Feeder #1 Delivery Stopper Fault | A5 CAP LOAD VERIFY D834513J,LOW - Less than weekly,2026-04-28T14:06:59.000Z,71,27640211,A5 - Labeler - High Rejects,CM,K407156,IC0150A5CMODULEC,ROTA0017,Vision Adjustment,Unknown
A1,Label Placement Verification Sensor Fault,219,null,null,TIER 4 - Low / Monitor,23,20.6,0.9,20,2025-07-21 11:08:55,2026-06-22 14:28:24,25,K334823,IC0150A1B270GLUEDISPCK,PACK0017,Labeler,A1 - Cartoner - Glue Issues | A1 - Labeler - Vision Adjustment | A1 - Labeler - Vision Adjustments,LOW - Less than weekly,2026-06-13T05:25:59.000Z,25,27973927,A1 SUCTION CUPS REPLACEMENT,CM,K291218,IC0150A1HMODULEH,PACK0021,null,null
A2,C24F29 Rjct 4 Cap Rjct Pres 5,7505,null,null,TIER 4 - Low / Monitor,7,20.4,2.9,6,2025-07-11 23:10:39,2026-06-17 13:38:33,9,K323504,IC0150A2CMODULEC,ASSY,Assembly Equipment,"A2 - Labeler - Vision Adjustment | A2 - QOB - Batch #D960256C | A2 CART. LOAD, G2D DROPPING CARTRIDGES",LOW - Less than weekly,2026-06-17T16:45:26.000Z,21,28006222,A2 - QOB - Batch #D960256C,CM,K323506,IC0150A2EMODULEE,PACK,"PER
8044-TOOL-36 ADJUSTED EMPTY BUCKET REGION AT B155, MOVED REGION TO THE RIGHT
OFF THE LABEL",N/A
A2,C10F144 Chass Zone Grd Cap Feed 2 Rght Lck,840,null,null,TIER 3 - Medium,102,20.2,0.2,33,2025-07-09 04:14:24,2026-07-05 12:11:10,49,K323713,IC0150A2EFEEDER1,ASSY,Assembly Equipment,A2 - Cartoner - LVC No Reads | A2 CAP FEEDER 1 TRACK 3 BROKEN FIBER OPTICS D952417E | A2 CAP FEEDER 2 JAM D848402A,MEDIUM - Weekly,2026-07-05T14:59:43.000Z,3,28111798,"A2, Adhesive Dispensing -- inboard left missing alarms (D934030A)",CM,K323588,IC0150A2B270GLUEDISPVER,ASSY,  Found inboard left valve mounting bolts not tight enough.  Tightened mounting bolts.  Verified glue dot positioning utilizing test tool K334971.,  Insufficient bolt torque.
A1,C4F46 Cart Ld G2D Ovld Slide 2 Adv,487,[27776186] A1 Fanuc Robot Head Mismatch. (CM | IC0150A1DROBOT | ASSY),PRESCRIPTIVE,RESOLVED,12,19.9,1.7,7,2025-08-12 15:45:24,2026-05-15 22:25:01,10,K291052,IC0150A1AMODULEA,ASSY,Assembly Equipment,A1 CASE PACKER NOT PICKING CASES | A1 CROWDER FUALT NO CARTRIDGE PRESENT | A1 DSSA 2D LOADER DROPPING DSSA'S,LOW - Less than weekly,2026-05-16T00:14:00.000Z,53,27776186,A1 Fanuc Robot Head Mismatch.,CM,K291161,IC0150A1DROBOT,ASSY,null,null
A2,C5F22 DSSA Ld SafetyMat Ok,1131,[27166089] A2 DSSA GAUGE COMM MODULE ERROR D875595A (CM | IC0150A2BMODULEB | ASSY),PRESCRIPTIVE,RESOLVED,7,19.9,2.8,7,2025-07-13 22:46:45,2026-02-10 23:35:54,13,K323506,IC0150A2EMODULEE,ASSY,Assembly Equipment,A2 CAMERA NO READ LVC | A2 CARTONER PUSHER FAULT | A2 DSSA GAUGE COMM MODULE ERROR D875595A,LOW - Less than weekly,2026-02-11T01:18:39.000Z,147,27166089,A2 DSSA GAUGE COMM MODULE ERROR D875595A,CM,K323503,IC0150A2BMODULEB,ASSY,"INSPECTED AND CLEANED THE KEYENCE PLATE AND MEASUREING NUT, VERIFIED ALL 6 CONNECTIONS WERE TIGHT AND VERIFIED ALL THE OVERLOADS WERE FUNCTIONING   ",UNKNOWN 
A1,C27F30  Puck Conv Feed Scrw Nxt Puck 1 Pres,649,null,null,TIER 3 - High Active,148,19.8,0.1,75,2025-07-22 16:09:16,2026-06-23 05:33:46,93,K291175,IC0150A1EMODULEE,ASSY,Assembly Equipment,A1 - Case Packer - Carton Forming Issue | A1 - Glue Dispensing PM after Faceplate PM Completion | A1 - Labeler - Vision Adjustment,HIGH - Multiple per week,2026-06-23T05:54:30.000Z,15,28022990,A1 HIGH REJECTS ON LVC CAMERA,CM,K372060,IC0150A1LVCVIS,VISN,null,null
A5,C08 F018 Tote Dial Drive Fault A064903,1625,null,null,TIER 4 - Low / Monitor,34,19.6,0.6,30,2025-07-08 20:25:06,2026-06-28 09:40:40,38,K407308,IC0150A5B285CBIVISTOOL,PACK,Packaging Equipment,A5 - Labeler - High Rejects | A5 Apollo Recharacterization | A5 BROKEN TAPE LEFT SIDE,LOW - Less than weekly,2026-06-13T02:43:14.000Z,25,27973450,A5 HIGH REJECTS FOR CAMERA 1,CM,K407146,IC0150A5CCAMERA01,VISN,ADJUST BLOB REGION AND BOTTOM LABEL EDGE REGION.,:
A5,"C00 F037 Left Tray Orientation Not Detected A064701-514D, E",1468,null,null,TIER 4 - Low / Monitor,32,19.5,0.6,27,2025-07-20 22:26:19,2026-06-18 14:29:08,53,K407181,IC0150A5DROBOT,ASSY,Assembly Equipment,A5 - Cartoner - LVC No Reads | A5 - Labeler - Firing Position Adjustment | A5 C22 SPOT CURE ALARM WONT CLEAR,LOW - Less than weekly,2026-06-12T18:58:02.000Z,26,27973136,A5 PACKAGING ROBOT STUCK,CM,K407177,IC0150A5DPLCROBOT,AUTOMAT,RELEASE BRAKE AND MANUALLY MOVE ROBOT. RESET AND ROBOT HOMED.,:
A2,Booklet2 len error alarm ,256,null,null,TIER 4 - Low / Monitor,15,19.4,1.3,10,2025-07-08 19:31:49,2026-04-09 11:10:39,27,K338767,IC0150A2PALLETBANDER,ASSY,Assembly Equipment,A2 - Case Packer - Creased Labels on Cases Found by Ops | A2 - Labeler - High Rejects | A2 - Labeler - Vision Adjustment,LOW - Less than weekly,2026-04-09T11:03:23.000Z,90,27555681,"A2 CARTONER, PRODUCT INDRODUCTION FAULTS",CM,K323506,IC0150A2EMODULEE,PACK,ADJUSTED PUSHER BOX INTO PROPER POISTION SO LIT CAN SMOOTHLY SLIDE INTO CARTONS WITHTOUT OBSTRUCTION.,:
A2,Reconciler Broken Web,306,null,null,TIER 4 - Low / Monitor,6,19.3,3.2,5,2025-09-24 03:15:08,2026-06-12 01:36:45,13,K323588,IC0150A2B270GLUEDISPVER,PACK0017,Labeler,A2 ADHEISIVE ONBOARD FAULTS HIGH KICKOFF RATE D840305A | A2 CAMERA 1 LABEL REJECT | A2 CAP FEEDER 1 NOT DROPPING DOWN TO THE DELIVERY STOP  D840305A,LOW - Less than weekly,2026-06-12T05:14:23.000Z,26,27968492,A2 QOB REJECTS D934037A,CM,K293259,IC0150A2EQOB,VISN,null,null
A2,C26F19 Audit Rjct Vfy UnLd Part Pres 1,7457,null,null,TIER 4 - Low / Monitor,9,19.3,2.1,9,2025-07-18 05:38:30,2026-03-01 05:14:34,8,K323693,IC0150A2DROBOT,ASSY,Assembly Equipment,A2 CELL 21 FLIP TRANSFER OVERLOAD | A2 CELL 26 AUDIT REJECT OVERLOAD ALARMS D888487F | A2 DSSA G2D  HEAD ALIGNMENT,LOW - Less than weekly,2026-03-01T02:40:18.000Z,129,27258117,A2 CELL 26 AUDIT REJECT OVERLOAD ALARMS D888487F,CM,K323503,IC0150A2BMODULEB,ASSY,ALIGNED GRIPPERS ,UNKNOWN
A2,C10F139 Chass Zone Grd Cap Feed 1 Left Lck,802,null,null,TIER 3 - Medium,84,19.2,0.2,39,2025-07-09 23:31:20,2026-06-30 18:59:42,51,K323504,IC0150A2CMODULEC,ASSY,Assembly Equipment,A2 - Case Packer - Case Jam | A2 BROKE GRIPPER ON FLIP AT DSSA D789766K | A2 CAP FEEDER 1 CYLINDER C4 SLOW MOVING,MEDIUM - Weekly,2026-06-29T12:25:13.000Z,9,28044472,A2 MODULE D FANUC ROBOT PEN LOADING -- format alarms (D934247A),CM,K323693,IC0150A2DROBOT,ASSY,  Cable to format sensor was too short -- connection was damaged.  Replaced cable from sensor connector back to terminal box on robot arm.,  Wiring.
A2,C24F27 Rjct 4 Cap Rjct Pres 3,7494,"[27838942] A2, CELL 24 OVERLOADS (CM | IC0150A2BMODULEB | ASSY)",PRESCRIPTIVE,RESOLVED,3,19.2,6.4,3,2025-07-14 16:52:26,2026-05-29 10:06:39,4,K293259,IC0150A2EQOB,ASSY,Assembly Equipment,A2 CAP FEEDER 1 FIBER OPTIC REPAIR | A2 QOB  Batch D932468A | A2 cell 27 broken gripper D849317C,LOW - Less than weekly,2026-05-29T11:09:41.000Z,40,27838942,"A2, CELL 24 OVERLOADS",CM,K323503,IC0150A2BMODULEB,ASSY,REPLACED PIN,MISSING PIN UNDER PALLET
A2,C19F51 Adh App Xfer Rmve Test Dssa,954,[27945166] A2 LABELER SKEW LABELS (CM | IC0150A2CMODULEC | PACK0017),PRESCRIPTIVE,RESOLVED,13,19.1,1.5,8,2025-07-14 01:57:26,2026-06-07 03:28:29,7,K323504,IC0150A2CMODULEC,ASSY,Assembly Equipment,A2 CARTONER PUSHER FAULT | A2 GLUE ADHESIVE HIGH PRESSURE | A2 LABELER SKEW LABELS,LOW - Less than weekly,2026-06-07T03:29:26.000Z,31,27945166,A2 LABELER SKEW LABELS,CM,K323504,IC0150A2CMODULEC,PACK0017,CIRCLE LABEL EDGE AS FOUND Y:424 TO Y:421,UNKNOWN
A2,C10F114 PID In Read Fail ,7434,null,null,TIER 4 - Low / Monitor,43,19.1,0.4,24,2025-09-06 19:47:17,2026-06-12 02:12:39,44,K323506,IC0150A2EMODULEE,PACK0017,Labeler,A2 - DSSA Loader - Wont Reset | A2 - Labeler - Vision Adjustments | A2 ADHESIVE VERIFY FAULTS D846830J,LOW - Less than weekly,2026-06-12T05:14:23.000Z,26,27968492,A2 QOB REJECTS D934037A,CM,K293259,IC0150A2EQOB,VISN,null,null
A1,Reject area photocell failure,189,null,null,TIER 4 - Low / Monitor,10,18.9,1.9,9,2025-07-31 04:56:07,2026-06-19 10:00:00,9,K291049,IC0150A1CONVEYORS,ASSY,Assembly Equipment,A1 - Labeler - High Rejects | A1 CARTON FORMING ALARMS D847820A | A1 MODULE B CARTRIDGE LOADING STATION 280 / G2D Z AXIS SERVO ERROR (D982466A),LOW - Less than weekly,2026-06-19T10:31:15.000Z,19,28012842,A1 MODULE B CARTRIDGE LOADING STATION 280 / G2D Z AXIS SERVO ERROR (D982466A),CM,K291060,IC0150A1B280LOADCART,ASSY,null,null
A2,no read booklet 2 code ,242,null,null,TIER 4 - Low / Monitor,12,18.9,1.6,11,2025-07-09 13:52:43,2026-07-01 03:28:45,18,K323713,IC0150A2EFEEDER1,ASSY,Assembly Equipment,A2 CARTONER OPEN FLAPS | A2 CARTONER PUSHER FAULTS | A2 CARTONER REJECTION SENSOR D960298J,LOW - Less than weekly,2026-07-01T03:58:48.000Z,7,28049065,A2 CELL 14 REJECTS,CM,K323589,IC0150A2B280LOADCART,ASSY,POWER CYCLE THE DSSA CAMERA,UNKNOWN
A5,SEV4 fault parameter data,2750,"[27537144] A5 CARTONER, BROKEN BUCKET SUPPORT CAUSING PUSHERS (CM | IC0150A5EMODULEE | PACK)",PRESCRIPTIVE,RESOLVED,19,18.8,1.0,2,2025-08-28 05:01:33,2026-04-05 14:34:49,3,K407195,IC0150A5IMODULEI,PACK,Packaging Equipment,"A5 CARTONER, BROKEN BUCKET SUPPORT CAUSING PUSHERS | A5 PALLETIZER, OBSTACLE START WRONG FAULT | D753351D A5 Palletizer Robot not homing after crash",LOW - Less than weekly,2026-04-05T16:41:57.000Z,94,27537144,"A5 CARTONER, BROKEN BUCKET SUPPORT CAUSING PUSHERS",CM,K407186,IC0150A5EMODULEE,PACK,REPLACED BROKEN PRODUCT SUPPORT SECTION CHECKED ALL PUSHERS FOR EXCESSIVE FRICTION.,:
A1,C16 F055 CapFdr 1 C9 Delvry Pre Stpper Work Pos,7368,null,null,TIER 4 - Low / Monitor,7,18.7,2.7,1,2025-08-30 06:35:18,2025-08-30 06:58:23,1,K291188,IC0150A1EFEEDER1,PACK,Packaging Equipment,A1 CAP FEEDER TRACK 2 26187414,LOW - Less than weekly,2025-08-30T04:56:18.000Z,312,26187527,A1 CAP FEEDER TRACK 2 26187414,CM,K291188,IC0150A1EFEEDER1,PACK,null,null
A2,C10F140 Chass Zone Grd Cap Feed 1 Rght Lck,869,null,null,TIER 3 - Medium,86,18.7,0.2,32,2025-07-29 02:53:06,2026-07-06 12:14:38,55,K323597,IC0150A2B360LOADPENPUC,ASSY,Assembly Equipment,A1 CARTON SKEW | A2  LABELER HIGH KICKOFF RATE CIRCLE SEARCH FAIL D881100F | A2 - Cartoner - LVC No Reads,MEDIUM - Weekly,2026-07-05T19:38:57.000Z,3,28111877,A2 PUSHER SAFETIES D934030A,CM,K323506,IC0150A2EMODULEE,PACK,"ADJUSTED PUSHER CHUTE HEIGHT ACCORDINGLY, ADJUSTED CARTON RAIL HEIGHT FROM 25.5 TO 25",UNKNOWN
A5,C10 F042 Chass Zone Estp Circuit Delay Trip A064710-506,1333,null,null,TIER 4 - Low / Monitor,5,18.7,3.7,2,2025-08-19 20:55:47,2026-02-15 07:45:16,8,K407474,IC0150A5EQOB,ASSY,Assembly Equipment,A5 CARTONER EMERGENCY STOP BROKEN | A5 CARTONER START OF BATCH ADJUSTMENTS D923755D | A5 DOOR CIRCUIT DELAY FAULTS D923755D,LOW - Less than weekly,2026-02-15T04:48:57.000Z,143,27191236,A5 CARTONER START OF BATCH ADJUSTMENTS D923755D,CM,K407186,IC0150A5EMODULEE,PACK,"ADJUSTED OVERHEAD VELOCITY FROM 125 TO 135, ADJUSTED LIT FEEDER 2 DRIVE BELT HEIGHT ACCORDINGLY",UNKNOWN
A5,SEV4 Batch start   stop aborted.,2747,null,null,TIER 4 - Low / Monitor,2,18.6,9.3,1,2025-10-28 01:11:52,2025-10-28 01:11:53,2,K407181,IC0150A5DROBOT,PACK,Packaging Equipment,A5 CARTONER LIT FEEDER BRACKET REPLACEMENT D869634J | A5 STAUBLI ROBOT HEAD NOT PICKING UP PENS,LOW - Less than weekly,2025-10-28T00:04:20.000Z,253,26510864,A5 STAUBLI ROBOT HEAD NOT PICKING UP PENS,CM,K407181,IC0150A5DROBOT,PACK,CLEANED SUCTION CUPS ,:
A5,C16 F015 Cap Fdr 1 Main Air Low A064697-504,1181,[27545116] A5 PRODUCT LOAD CONTROL D828832C (CM | IC0150A5EMODULEE | PACK),PRESCRIPTIVE,RESOLVED,5,18.5,3.7,5,2025-07-13 13:23:58,2026-04-06 22:52:49,5,K407186,IC0150A5EMODULEE,PACK,Packaging Equipment,A5 CARTON SKEW CAUSING HIGH EJECTS | A5 PRODUCT LOAD CONTROL D828832C | A5 QOB High Rejects (D875594P),LOW - Less than weekly,2026-04-07T02:20:50.000Z,92,27545116,A5 PRODUCT LOAD CONTROL D828832C,CM,K407186,IC0150A5EMODULEE,PACK,"  HAD OPS FLIP THE LIT-DID NOT WORK. HAD THEM TRY ANOTHER BATCH CAUSE OF EXCESSIVE GLUE -DID.T WORL ADJUSTED THE ORANGE ROLLERS, CLEANED THE SLED, AND &quot;OPENED UP THE SLED AS IT WAS TOO TIGHT DOLING ONTO THE LIT WHILE TRYING TO FEED ALSO ADJUSTED THE VELOCITY OF THE BELT SPEED FROM 135 TO 150. ",UNKNOWN 
A5,SEV4 Level monitoring insert feeder 3 (221-B2 ),2640,[27847218] A5 Palletizer Door Needs Repaired. (CM | IC0150A5IMODULEI | PACK),PRESCRIPTIVE,RESOLVED,13,18.5,1.4,6,2025-08-01 13:13:55,2026-06-01 03:53:19,7,K407146,IC0150A5CCAMERA01,PACK,Packaging Equipment,A2 casepacker not pulling cases | A5 CARTONER MAIN MACHINE/ BOTTOM FLAP DRAGGING/ D793421T | A5 PUSHER FAULTS D908083U,LOW - Less than weekly,2026-06-01T04:56:00.000Z,37,27847218,A5 Palletizer Door Needs Repaired.,CM,K407195,IC0150A5IMODULEI,PACK,Took door closing edge plate off and straightened due to operations pulling pallets out without door being opened all the way. ,Damaged from pallets being pulled out without door being opened all the way.
A5,C05 F043 Pall Not Pres In Station A064692-513A,1640,null,null,TIER 4 - Low / Monitor,36,18.4,0.5,28,2025-07-08 17:48:44,2026-06-30 22:45:04,54,K407156,IC0150A5CMODULEC,ROTA0017,"Conveyor, Belt",A5 BROKEN CELL DIVIDER ON PRODUCT CHAIN | A5 BROKEN TAPE LEFT SIDE | A5 Broken lug on cartoner.,LOW - Less than weekly,2026-07-01T01:58:58.000Z,7,28049006,A5 CASE PACKER OUTFEED CONVEYOR FAULTS D924673C,CM,K407194,IC0150A5HMODULEH,PACK,ESCALATED TO ETs TO ASSIST TROUBLESHOOTING AFTER ADJUSTING SEVERAL TIMES. CLEANED OFF ALL SENSORS AND LEVELED THE UPPER SKEW CONVEYOR BELT TO DRIVE THE CASE THOURGH CORRECTLY ,OPERATIONS RAISED CONVEYOR TO REMOVE A JAMMED CASE
A1,C17 F011,7371,null,null,TIER 4 - Low / Monitor,5,18.3,3.7,2,2025-08-08 15:31:34,2026-02-21 07:23:07,4,K291175,IC0150A1EMODULEE,PACK,Packaging Equipment,A1 CARTON SKEW | A1 FRONT FLAP TUCKER OUT OF SYNC | A1 LIT FEEDER 1 ISSUES,LOW - Less than weekly,2026-02-21T03:22:24.000Z,137,27221956,A1 LIT FEEDER 1 ISSUES,CM,K291188,IC0150A1EFEEDER1,PACK,null,null
A2,C6F25 DSSA Ld G3D Y Srvo,1120,[27216282] A2 MODULE B APOLLO PEN ASSEMBLY MAIN MACH/DSSA FLIP TRANSFER CELL 21 DSSA'S BEING THROWN/D879710D (CM | IC0150A2BMODULEB | ASSY),PRESCRIPTIVE,RESOLVED,35,18.3,0.5,9,2025-08-26 00:33:09,2026-02-19 16:13:20,15,K323573,IC0150A2APGC7G1,ASSY,Assembly Equipment,"A2 - Cartoner - Checkweigher Motor #4 Won't Reset | A2 - Main Machine - Cell 26 Phantom Overload Faults | A2 CART LOAD, FRONT AND REAR MASK ALARMS",LOW - Less than weekly,2026-02-19T16:26:24.000Z,139,27216282,A2 MODULE B APOLLO PEN ASSEMBLY MAIN MACH/DSSA FLIP TRANSFER CELL 21 DSSA'S BEING THROWN/D879710D,CM,K323503,IC0150A2BMODULEB,ASSY,:,:
A5,C26 F012 Audit Rjct Vfy UnLd Rjct Part Pres 3 (Chass D1) A064708-503,1455,null,null,TIER 4 - Low / Monitor,18,18.2,1.0,9,2025-08-13 22:11:07,2026-05-05 03:00:48,14,K407186,IC0150A5EMODULEE,ASSY,Assembly Equipment,"A5 - Cartoner - Possible Burning Smell | A5 AUDIT REJECT VERIFY FAULTS | A5 CARTONER, PUSHER SAFETY FAULTS",LOW - Less than weekly,2026-05-04T23:46:45.000Z,65,27720511,A5 NCID AUTO SEQUENCE FAILS D904595A,CM,K407311,IC0150A5B295VISNCID,VISN,POWER CYCLED THE CAMERA TO RESET ,UNKNOWN 
A2,C0F17 Cart Ld In Conv Tray Pres,892,null,null,TIER 4 - Low / Monitor,44,18.1,0.4,22,2025-08-03 16:55:26,2026-06-22 14:34:53,33,K323503,IC0150A2BMODULEB,ASSY,Assembly Equipment,A2 - Labeler - Vision Adjustment | A2 - Main Machine - Flip Transfer Air Leak | A2 - QOB - Batch #D960256C,LOW - Less than weekly,2026-06-17T16:45:26.000Z,21,28006222,A2 - QOB - Batch #D960256C,CM,K323506,IC0150A2EMODULEE,PACK,"PER
8044-TOOL-36 ADJUSTED EMPTY BUCKET REGION AT B155, MOVED REGION TO THE RIGHT
OFF THE LABEL",N/A
